FDATE,CDATE,DCN,SEQNUM,FORMTYPE,PERSONID,OWNER,SECID,TICKER,CUSIP6,CUSIP2,CNAME,ROLECODE1,ROLECODE2,ROLECODE3,ROLECODE4,TRANCODE,ACQDISP,TRANDATE,TPRICE,OWNERSHIP,SHARES,SHARESHELD,AMEND,SECDATE,SIGDATE,MAINTDATE,CLEANSE,TRANCODE_AR,ACQDISP_AR,TPRICE_AR,TRANDATE_AR,OPTIONSELL,SECTITLE,SHARES_ADJ,SHARESHELD_ADJ,TPRICE_ADJ,ADDRESS1,ADDRESS2,CITY,STATE,ZIPCODE,COUNTRY,PHONE,CNUM,SECTOR,INDUSTRY,CEO_INDEX,GOOGLE_TRENDS_KEY,SVI,SVI_DATE
2015/09/25,2005/09/26,051103117,4,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/09/22,54.50,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,M,A,54.50,2005/09/22,,COM,20000.0000,,27.2500,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,5,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/09/22,66.97,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,S,D,66.97,2005/09/22,A,COM,20000.0000,,33.4850,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,6,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/09/22,28.13,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,M,A,28.13,2005/09/22,,COM,20000.0000,,14.0650,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,7,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/09/22,66.97,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,S,D,66.97,2005/09/22,A,COM,20000.0000,,33.4850,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,8,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/09/22,39.50,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,M,A,39.50,2005/09/22,,COM,20000.0000,,19.7500,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,9,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/09/22,66.97,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,S,D,66.97,2005/09/22,A,COM,20000.0000,,33.4850,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,10,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/09/22,51.50,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,M,A,51.50,2005/09/22,,COM,20000.0000,,25.7500,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,11,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/09/22,66.97,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,S,D,66.97,2005/09/22,A,COM,20000.0000,,33.4850,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,12,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/09/22,31.55,D,10000.0000,,,2005/09/26,2005/09/26,2015/09/24,R,M,A,31.55,2005/09/22,,COM,20000.0000,,15.7750,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,13,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/09/22,66.97,D,10000.0000,662214.0000,,2005/09/26,2005/09/26,2015/09/24,R,S,D,66.97,2005/09/22,P,COM,20000.0000,1324428.0000,33.4850,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2015/09/25,2005/09/26,051103117,14,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,8,,2005/09/26,,I,,20000.0000,,2005/09/26,2005/09/26,2015/09/24,Y,,,,2005/09/26,,COM,,40000.0000,,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,0,2005-09-01
2016/09/05,2005/09/27,051103764,1,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.30,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.30,2005/09/23,N,COM,2000.0000,,5.5750,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,2,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.38,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.38,2005/09/23,N,COM,2000.0000,,5.5950,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,3,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.41,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.41,2005/09/23,N,COM,2000.0000,,5.6025,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,4,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.43,D,1000.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.43,2005/09/23,N,COM,4000.0000,,5.6075,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,5,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.47,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.47,2005/09/23,N,COM,2000.0000,,5.6175,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,6,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.48,D,1000.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.48,2005/09/23,N,COM,4000.0000,,5.6200,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,7,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.49,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.49,2005/09/23,N,COM,2000.0000,,5.6225,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,8,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.50,D,300.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.50,2005/09/23,N,COM,1200.0000,,5.6250,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,9,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.53,D,200.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.53,2005/09/23,N,COM,800.0000,,5.6325,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,10,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.58,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.58,2005/09/23,N,COM,2000.0000,,5.6450,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,11,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.65,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.65,2005/09/23,N,COM,2000.0000,,5.6625,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,12,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.75,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.75,2005/09/23,N,COM,2000.0000,,5.6875,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,13,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.76,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.76,2005/09/23,N,COM,2000.0000,,5.6900,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,14,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.77,D,100.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.77,2005/09/23,N,COM,400.0000,,5.6925,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,15,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.78,D,400.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.78,2005/09/23,N,COM,1600.0000,,5.6950,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,16,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.85,D,1000.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.85,2005/09/23,N,COM,4000.0000,,5.7125,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,17,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.86,D,200.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.86,2005/09/23,N,COM,800.0000,,5.7150,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,18,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.89,D,300.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.89,2005/09/23,N,COM,1200.0000,,5.7225,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,19,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.90,D,700.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.90,2005/09/23,N,COM,2800.0000,,5.7250,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,20,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.91,D,100.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.91,2005/09/23,N,COM,400.0000,,5.7275,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,21,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.94,D,1200.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.94,2005/09/23,N,COM,4800.0000,,5.7350,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,22,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.95,D,2000.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.95,2005/09/23,N,COM,8000.0000,,5.7375,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,23,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,22.96,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,22.96,2005/09/23,N,COM,2000.0000,,5.7400,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,24,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.01,D,1000.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.01,2005/09/23,N,COM,4000.0000,,5.7525,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,25,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.05,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.05,2005/09/23,N,COM,2000.0000,,5.7625,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,26,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.09,D,1000.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.09,2005/09/23,N,COM,4000.0000,,5.7725,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,27,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.10,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.10,2005/09/23,N,COM,2000.0000,,5.7750,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,28,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.12,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.12,2005/09/23,N,COM,2000.0000,,5.7800,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,29,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.17,D,900.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.17,2005/09/23,N,COM,3600.0000,,5.7925,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103764,30,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.19,D,1500.0000,25595100.0000,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.19,2005/09/23,N,COM,6000.0000,102380400.0000,5.7975,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103765,1,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.22,D,500.0000,,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.22,2005/09/23,N,COM,2000.0000,,5.8050,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103765,2,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/23,23.23,D,100.0000,110000.0000,,2005/09/26,2005/09/23,2016/09/01,R,S,D,23.23,2005/09/23,N,COM,400.0000,440000.0000,5.8075,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103765,3,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,8,,2005/09/23,,I,,770147.0000,,2005/09/26,2005/09/23,2016/09/01,Y,,,,2005/09/23,,COM,,3080588.0000,,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/27,051103765,4,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,8,,2005/09/23,,I,,25484500.0000,,2005/09/26,2005/09/23,2016/09/01,Y,,,,2005/09/23,,COM,,101938000.0000,,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/26,2005/09/27,051103783,1,4,1370,JOHNSON JENNIFER M,3947,BEN,354613,10,FRANKLIN RESOURCES INC,O,SVP,,,A,A,2005/09/22,81.16,D,4929.0000,475597.0000,,2005/09/26,2005/09/23,2016/09/24,H,A,A,81.16,2005/09/22,,COM,14787.0000,1426791.0001,27.0533,1 FRANKLIN PKWY,,SAN MATEO,CA,94403,,,F861300000,01,02,205,Jennifer M. Johnson,0,2005-09-01
2016/09/26,2005/09/27,051103783,2,4,1370,JOHNSON JENNIFER M,3947,BEN,354613,10,FRANKLIN RESOURCES INC,O,SVP,,,8,,2005/09/23,,I,,38753.0000,,2005/09/26,2005/09/23,2016/09/24,Y,,,,2005/09/23,,COM,,116259.0000,,1 FRANKLIN PKWY,,SAN MATEO,CA,94403,,,F861300000,01,02,205,Jennifer M. Johnson,0,2005-09-01
2016/09/26,2005/09/27,051103783,3,4,1370,JOHNSON JENNIFER M,3947,BEN,354613,10,FRANKLIN RESOURCES INC,O,SVP,,,8,,2004/09/23,,I,,794.9040,,2005/09/26,2005/09/23,2016/09/24,Y,,,,2004/09/23,,COM,,2384.7120,,1 FRANKLIN PKWY,,SAN MATEO,CA,94403,,,F861300000,01,02,205,Jennifer M. Johnson,89,2004-09-01
2016/09/26,2005/09/27,051103783,4,4,1370,JOHNSON JENNIFER M,3947,BEN,354613,10,FRANKLIN RESOURCES INC,O,SVP,,,8,,2005/09/23,,I,,428.0000,,2005/09/26,2005/09/23,2016/09/24,Y,,,,2005/09/23,,COM,,1284.0000,,1 FRANKLIN PKWY,,SAN MATEO,CA,94403,,,F861300000,01,02,205,Jennifer M. Johnson,0,2005-09-01
2016/09/26,2005/09/27,051103783,5,4,1370,JOHNSON JENNIFER M,3947,BEN,354613,10,FRANKLIN RESOURCES INC,O,SVP,,,8,,2005/09/23,,I,,11000.0000,,2005/09/26,2005/09/23,2016/09/24,Y,,,,2005/09/23,,COM,,33000.0000,,1 FRANKLIN PKWY,,SAN MATEO,CA,94403,,,F861300000,01,02,205,Jennifer M. Johnson,0,2005-09-01
2015/10/07,2005/09/27,051103837,1,4,16132535,HUMPHRIES BRIAN,4658,HPQ,428236,10,HEWLETT PACKARD CO,O,OX,,,A,A,2005/09/22,,D,15000.0000,20096.0000,,2005/09/26,2005/09/26,2015/10/06,R,A,A,,2005/09/22,,COM,15000.0000,20096.0000,,3000 HANOVER ST,,PALO ALTO,CA,94304,,,H851729628,08,01,122,Brian Humphries,8,2005-09-01
2015/10/07,2005/09/27,051103837,2,4,16132535,HUMPHRIES BRIAN,4658,HPQ,428236,10,HEWLETT PACKARD CO,O,OX,,,8,,2005/08/31,,I,,3803.7900,,2005/09/26,2005/09/26,2015/10/06,Y,,,,2005/08/31,,COM,,3803.7900,,3000 HANOVER ST,,PALO ALTO,CA,94304,,,H851729628,08,01,122,Brian Humphries,9,2005-08-01
2007/08/17,2005/09/29,051108922,1,4,15043164,KIRBY JOHN SCOTT,536,,023657,20,AMERICA WEST HOLDINGS CORP,O,EVP,,,D,D,2005/09/27,8.70,D,10000.0000,,,2005/09/28,2005/09/28,2005/09/29,L,D,D,,2005/09/27,N,COM B,10000.0000,,8.7000,111 W RIO SALADO PKWY,,TEMPE,AZ,85281,,,U939457421,,,463,Scott Kirby,16,2005-09-01
2016/09/05,2005/09/29,051109558,1,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,22.88,D,500.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,22.88,2005/09/26,N,COM,2000.0000,,5.7200,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,2,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,22.94,D,500.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,22.94,2005/09/26,N,COM,2000.0000,,5.7350,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,3,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,22.97,D,900.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,22.97,2005/09/26,N,COM,3600.0000,,5.7425,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,4,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,22.98,D,400.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,22.98,2005/09/26,N,COM,1600.0000,,5.7450,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,5,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,22.99,D,400.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,22.99,2005/09/26,N,COM,1600.0000,,5.7475,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,6,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,23.00,D,100.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,23.00,2005/09/26,N,COM,400.0000,,5.7500,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,7,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,23.01,D,500.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,23.01,2005/09/26,N,COM,2000.0000,,5.7525,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,8,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,23.02,D,500.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,23.02,2005/09/26,N,COM,2000.0000,,5.7550,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
2016/09/05,2005/09/29,051109558,9,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/09/26,23.03,D,1100.0000,,,2005/09/28,2005/09/26,2016/09/01,R,S,D,23.03,2005/09/26,N,COM,4400.0000,,5.7575,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,9,2005-09-01
